F1,Accuracy,Recall,Precision,Query,Data,Dataset_size,Model,Round,Sample_size,Num_Labels,Trainset_absolute,Query_absolute,Test_absolute,Percent,Train_energy,Query_energy,Test_energy,Train_duration,Query_duration,Train_distribution,Query_distribution,Test_distribution,Datetime
0.27,0.39,0.39,0.26,Random_Sampling,PatientReviews,52751,XLMR-Base,10,50,6,869,36056,15826,2.35,0.0069147349220281,7.361492557533751e-08,0.0155255329931568,74.82649827003479,0.0045952796936035,"[0.23475258918296893, 0.19677790563866512, 0.15765247410817032, 0.14499424626006904, 0.13463751438434982, 0.13118527042577677]","[0.28, 0.22, 0.18, 0.14, 0.1, 0.08]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 17:06:05
0.22,0.37,0.37,0.19,Random_Sampling,PatientReviews,52751,XLMR-Base,11,50,6,919,36006,15826,2.49,0.0079425803885984,9.06205070770438e-08,0.0155518399528334,79.11341285705566,0.0051674842834472,"[0.23721436343852012, 0.191512513601741, 0.15342763873775844, 0.14472252448313383, 0.13710554951033732, 0.13601741022850924]","[0.28, 0.18, 0.16, 0.16, 0.14, 0.08]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 17:10:15
0.31,0.41,0.41,0.31,Random_Sampling,PatientReviews,52751,XLMR-Base,12,50,6,969,35956,15826,2.62,0.008262297885066,8.946097584804037e-08,0.015851568839456,83.44054174423218,0.0046980381011962,"[0.239422084623323, 0.18988648090815274, 0.15376676986584106, 0.14138286893704852, 0.1393188854489164, 0.13622291021671826]","[0.24, 0.22, 0.22, 0.12, 0.1, 0.1]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 17:14:29
0.26,0.39,0.39,0.38,Random_Sampling,PatientReviews,52751,XLMR-Base,13,50,6,1019,35906,15826,2.76,0.0087579207539311,8.784760768681682e-08,0.01531450050882,87.71177411079407,0.0045950412750244,"[0.23846908734052993, 0.19136408243375858, 0.1521099116781158, 0.14622178606476938, 0.13738959764474976, 0.13444553483807656]","[0.24, 0.2, 0.16, 0.16, 0.12, 0.12]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 17:18:48
0.31,0.4,0.4,0.28,Random_Sampling,PatientReviews,52751,XLMR-Base,14,50,6,1069,35856,15826,2.9,0.0098533728990342,8.66069632508479e-08,0.0148956424381683,92.0222589969635,0.0045969486236572,"[0.23292797006548177, 0.19363891487371376, 0.15247895229186156, 0.146866230121609, 0.1403180542563143, 0.13376987839101964]","[0.22, 0.2, 0.2, 0.18, 0.12, 0.08]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 17:23:11
0.3,0.41,0.41,0.31,Random_Sampling,PatientReviews,52751,XLMR-Base,15,50,6,1119,35806,15826,3.03,0.0099737392010616,1.4775457925367768e-07,0.0152697003724453,96.27308344841003,0.009437084197998,"[0.23056300268096513, 0.193923145665773, 0.15102770330652368, 0.15013404825737264, 0.14298480786416443, 0.13136729222520108]","[0.24, 0.2, 0.18, 0.16, 0.14, 0.08]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 17:27:38
0.34,0.41,0.41,0.36,Random_Sampling,PatientReviews,52751,XLMR-Base,16,50,6,1169,35756,15826,3.17,0.0101004861809291,7.689484107786732e-08,0.0148538212240561,100.64289784431458,0.004981517791748,"[0.22668947818648416, 0.1924721984602224, 0.15397775876817793, 0.15226689478186484, 0.1454234388366125, 0.12917023096663816]","[0.26, 0.22, 0.16, 0.16, 0.14, 0.06]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 17:32:10
0.3,0.4,0.4,0.27,Random_Sampling,PatientReviews,52751,XLMR-Base,17,50,6,1219,35706,15826,3.3,0.0098421012117345,1.6235949453431746e-07,0.015025536641632,104.97226095199584,0.0096580982208251,"[0.22641509433962265, 0.1911402789171452, 0.15668580803937654, 0.1542247744052502, 0.14191960623461855, 0.12961443806398687]","[0.28, 0.26, 0.16, 0.12, 0.1, 0.08]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 17:36:46
0.35,0.43,0.43,0.38,Random_Sampling,PatientReviews,52751,XLMR-Base,18,50,6,1269,35656,15826,3.44,0.0113505339649217,7.331344595606201e-08,0.0151798849776546,109.26823019981384,0.0046422481536865,"[0.2285263987391647, 0.1867612293144208, 0.15524034672970843, 0.1520882584712372, 0.1426319936958235, 0.1347517730496454]","[0.24, 0.22, 0.2, 0.16, 0.1, 0.08]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 17:41:26
0.31,0.4,0.4,0.39,Random_Sampling,PatientReviews,52751,XLMR-Base,19,50,6,1319,35606,15826,3.57,0.011575032672119,7.285130567954317e-08,0.0159491315947982,113.59806561470032,0.0046260356903076,"[0.22896133434420016, 0.18802122820318423, 0.15693707354056102, 0.15011372251705837, 0.14329037149355572, 0.1326762699014405]","[0.36, 0.18, 0.16, 0.16, 0.08, 0.06]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 17:46:10
0.32,0.41,0.41,0.33,Random_Sampling,PatientReviews,52751,XLMR-Base,20,50,6,1369,35556,15826,3.71,0.0114919708033593,7.470160692791717e-08,0.0154752595745474,117.83331155776978,0.004734992980957,"[0.2337472607742878, 0.18699780861943024, 0.15777940102264426, 0.14755295836376917, 0.14024835646457268, 0.13367421475529584]","[0.26, 0.2, 0.18, 0.16, 0.12, 0.08]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 17:50:59
0.29,0.38,0.38,0.28,Random_Sampling,PatientReviews,52751,XLMR-Base,21,50,6,1419,35506,15826,3.84,0.0126580551322147,8.792849478359114e-08,0.0151910557386415,122.18347764015198,0.0046863555908203,"[0.2346723044397463, 0.1846370683579986, 0.15856236786469344, 0.14799154334038056, 0.142353770260747, 0.13178294573643412]","[0.26, 0.18, 0.18, 0.16, 0.12, 0.1]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 17:55:52
0.37,0.44,0.44,0.36,Random_Sampling,PatientReviews,52751,XLMR-Base,22,50,6,1469,35456,15826,3.98,0.0132714436610672,8.93062205811407e-08,0.0158526664562609,126.45363807678224,0.0049903392791748,"[0.23281143635125937, 0.18720217835262082, 0.15656909462219196, 0.1484002722940776, 0.14363512593601088, 0.13138189244383935]","[0.2, 0.2, 0.16, 0.16, 0.16, 0.12]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 18:00:50
0.3,0.4,0.4,0.34,Random_Sampling,PatientReviews,52751,XLMR-Base,23,50,6,1519,35406,15826,4.11,0.0128011407501379,1.4825975716844285e-07,0.0153020419076073,130.79337358474731,0.0089178085327148,"[0.23173140223831468, 0.18762343647136273, 0.15668202764976957, 0.14746543778801843, 0.14417379855167872, 0.13232389730085584]","[0.22, 0.22, 0.2, 0.16, 0.12, 0.08]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 18:05:52
0.28,0.39,0.39,0.37,Random_Sampling,PatientReviews,52751,XLMR-Base,24,50,6,1569,35356,15826,4.25,0.0140443624460776,1.4683075397538054e-07,0.0150445885642556,135.1398708820343,0.0090007781982421,"[0.2307202039515615, 0.18546845124282982, 0.1586998087954111, 0.14977692797960485, 0.14467813894200127, 0.13065646908859146]","[0.26, 0.22, 0.16, 0.14, 0.12, 0.1]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 18:10:58
0.38,0.44,0.44,0.4,Random_Sampling,PatientReviews,52751,XLMR-Base,25,50,6,1619,35306,15826,4.38,0.0144011721490228,8.850226436454745e-08,0.0160166941042256,139.4766583442688,0.0045897960662841,"[0.23162445954292774, 0.18282890673255095, 0.15812229771463868, 0.14885731933292157, 0.14515132798023472, 0.13341568869672638]","[0.26, 0.22, 0.18, 0.16, 0.1, 0.08]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 18:16:08
0.3,0.4,0.4,0.34,Random_Sampling,PatientReviews,52751,XLMR-Base,26,50,6,1669,35256,15826,4.52,0.014611150990864,9.109590943178477e-08,0.0159082732222576,143.78142309188843,0.0048804283142089,"[0.22947872977831035, 0.18514080287597365, 0.15877771120431397, 0.15098861593768723, 0.1431995206710605, 0.1324146195326543]","[0.22, 0.2, 0.2, 0.14, 0.12, 0.12]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 18:21:23
0.38,0.44,0.44,0.4,Random_Sampling,PatientReviews,52751,XLMR-Base,27,50,6,1719,35206,15826,4.66,0.0153822194865388,7.397274759479963e-08,0.0157799296694291,148.09260940551758,0.0045573711395263,"[0.2286212914485166, 0.18615474112856312, 0.15823152995927864, 0.15008726003490402, 0.14485165794066318, 0.13205351948807445]","[0.26, 0.2, 0.18, 0.16, 0.14, 0.06]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 18:26:42
0.42,0.46,0.46,0.43,Random_Sampling,PatientReviews,52751,XLMR-Base,28,50,6,1769,35156,15826,4.79,0.0159465269294532,7.327016606832525e-08,0.015829675419873,152.53604531288147,0.0046377182006835,"[0.22950819672131148, 0.1859807801017524, 0.1582815149802148, 0.15149802148106276, 0.14245336348219334, 0.13227812323346524]","[0.22, 0.18, 0.16, 0.16, 0.16, 0.12]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 18:32:05
0.38,0.44,0.44,0.4,Random_Sampling,PatientReviews,52751,XLMR-Base,29,50,6,1819,35106,15826,4.93,0.0165031877377427,1.4709552242820008e-07,0.0154977434082883,156.79335260391235,0.0088558197021484,"[0.22759758108851016, 0.18526663001649257, 0.159978009895547, 0.15228147333699835, 0.14183617372182517, 0.13304013194062672]","[0.22, 0.2, 0.18, 0.16, 0.16, 0.08]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 18:37:33
0.41,0.46,0.46,0.43,Random_Sampling,PatientReviews,52751,XLMR-Base,30,50,6,1869,35056,15826,5.06,0.0163712195452034,8.813687929847334e-08,0.0154825429453217,161.14853978157043,0.0051593780517578,"[0.22739432851792402, 0.18512573568753343, 0.15997859818084537, 0.15355805243445692, 0.14232209737827714, 0.13162118780096307]","[0.32, 0.18, 0.18, 0.12, 0.1, 0.1]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 18:43:05
0.37,0.44,0.44,0.4,Random_Sampling,PatientReviews,52751,XLMR-Base,31,50,6,1919,35006,15826,5.2,0.0166573364415013,1.3128371439270313e-07,0.015361971592035,165.38177800178528,0.0079236030578613,"[0.22615945805106827, 0.1829077644606566, 0.1641479937467431, 0.1542470036477332, 0.1412193850964044, 0.13131839499739448]","[0.28, 0.2, 0.16, 0.14, 0.14, 0.08]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 18:48:42
0.26,0.39,0.39,0.33,Random_Sampling,PatientReviews,52751,XLMR-Base,32,50,6,1969,34956,15826,5.33,0.0169975564052316,1.4600844456508698e-07,0.0158310905056221,169.81151580810547,0.0091898441314697,"[0.2254951752158456, 0.18232605383443373, 0.16353478923311326, 0.1574403250380904, 0.14118842051802946, 0.13001523616048755]","[0.28, 0.18, 0.14, 0.14, 0.14, 0.12]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 18:54:23
0.31,0.4,0.4,0.33,Random_Sampling,PatientReviews,52751,XLMR-Base,33,50,6,2019,34906,15826,5.47,0.0171925652208169,9.264626589067104e-08,0.0159494497326133,174.1011323928833,0.0050115585327148,"[0.22684497275879148, 0.1812778603268945, 0.16245666171371967, 0.1579990094105993, 0.1411589895988113, 0.13026250619118376]","[0.22, 0.22, 0.18, 0.16, 0.12, 0.1]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 19:00:08
0.39,0.44,0.44,0.4,Random_Sampling,PatientReviews,52751,XLMR-Base,34,50,6,2069,34856,15826,5.6,0.01832048549979,1.024535766703649e-07,0.0160754909536392,178.36384201049805,0.0062088966369628,"[0.22667955534074433, 0.17931367810536492, 0.16288061865635572, 0.1594973417109715, 0.1416143064282262, 0.13001449975833737]","[0.32, 0.22, 0.18, 0.1, 0.1, 0.08]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 19:05:58
0.42,0.45,0.45,0.41,Random_Sampling,PatientReviews,52751,XLMR-Base,35,50,6,2119,34806,15826,5.74,0.0191855584514918,8.802889393442874e-08,0.0154977194184225,182.70562839508057,0.0058715343475341,"[0.2288815478999528, 0.17744218971212836, 0.16139688532326568, 0.1609249646059462, 0.14252005663048609, 0.12883435582822086]","[0.28, 0.22, 0.14, 0.14, 0.12, 0.1]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 19:11:51
0.08,0.22,0.22,0.05,Random_Sampling,PatientReviews,52751,XLMR-Base,36,50,6,2169,34756,15826,5.87,0.019558676596353,8.826296221418964e-08,0.0154195395154367,186.7725434303284,0.0058996677398681,"[0.22867680958967265, 0.17657906869525128, 0.16413093591516828, 0.15998155832180727, 0.14153988012909174, 0.12909174734900877]","[0.24, 0.24, 0.22, 0.14, 0.08, 0.08]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 19:17:50
0.45,0.47,0.47,0.44,Random_Sampling,PatientReviews,52751,XLMR-Base,37,50,6,2219,34706,15826,6.01,0.0199030057994232,8.835527576717226e-08,0.0155016613762819,191.3402454853058,0.0045924186706542,"[0.22893195132942767, 0.17800811176205497, 0.16223524109959442, 0.16133393420459666, 0.14150518251464625, 0.12798557908968003]","[0.28, 0.24, 0.22, 0.12, 0.1, 0.04]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 19:23:51
0.41,0.45,0.45,0.42,Random_Sampling,PatientReviews,52751,XLMR-Base,38,50,6,2269,34656,15826,6.14,0.0204525509252129,8.807217972240566e-08,0.0157332281604118,195.65403962135315,0.0046656131744384,"[0.23005729396209784, 0.1749669457910974, 0.16394887615689732, 0.1626267078007933, 0.14103129131776113, 0.127368884971353]","[0.22, 0.22, 0.2, 0.16, 0.1, 0.1]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 19:29:58
0.41,0.45,0.45,0.42,Random_Sampling,PatientReviews,52751,XLMR-Base,39,50,6,2319,34606,15826,6.28,0.0203669126216628,8.789498146168913e-08,0.0152438507431037,199.94780349731445,0.0046157836914062,"[0.22940922811556705, 0.1759379042690815, 0.16515739542906424, 0.16127641224665804, 0.1414402759810263, 0.12677878395860284]","[0.22, 0.22, 0.18, 0.16, 0.14, 0.08]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 19:36:09
0.35,0.42,0.42,0.37,Random_Sampling,PatientReviews,52751,XLMR-Base,40,50,6,2369,34556,15826,6.42,0.0207773946855915,7.437177622060836e-08,0.0150938907511365,204.37081456184387,0.0045900344848632,"[0.22921063739974673, 0.17686787674124102, 0.1650485436893204, 0.16167159138877163, 0.14014352047277331, 0.1270578303081469]","[0.24, 0.2, 0.18, 0.16, 0.12, 0.1]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 19:42:25
0.4,0.44,0.44,0.4,Random_Sampling,PatientReviews,52751,XLMR-Base,41,50,6,2419,34506,15826,6.55,0.0214736335591729,1.0462709102938093e-07,0.0158034315086368,208.5669047832489,0.0069427490234375,"[0.22819346837536172, 0.1781727986771393, 0.16411740388590326, 0.1624638280281108, 0.14055394791236048, 0.12649855312112443]","[0.24, 0.2, 0.18, 0.18, 0.12, 0.08]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 19:48:45
0.41,0.46,0.46,0.42,Random_Sampling,PatientReviews,52751,XLMR-Base,42,50,6,2469,34456,15826,6.69,0.022266292987372,8.828034068768373e-08,0.0160116142157128,213.0423810482025,0.0046572685241699,"[0.2276225192385581, 0.17820980153908464, 0.1656541109761037, 0.16281895504252733, 0.13932766302146618, 0.12636695018226002]","[0.28, 0.22, 0.16, 0.14, 0.12, 0.08]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 19:55:09
0.08,0.22,0.22,0.05,Random_Sampling,PatientReviews,52751,XLMR-Base,43,50,6,2519,34406,15826,6.82,0.0220498291180928,1.475253980945507e-07,0.0158195593494077,217.11031031608584,0.0089507102966308,"[0.22628026994839223, 0.17705438666137355, 0.16514489876935293, 0.16514489876935293, 0.13815005954743945, 0.12822548630408892]","[0.26, 0.22, 0.16, 0.14, 0.12, 0.1]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 20:01:37
0.22,0.35,0.35,0.22,Random_Sampling,PatientReviews,52751,XLMR-Base,44,50,6,2569,34356,15826,6.96,0.0228893902137516,8.937633766170973e-08,0.0157977654774478,221.5055468082428,0.00508713722229,"[0.22615803814713897, 0.1767224601012067, 0.16699104710003893, 0.16387699493966523, 0.1377968080965356, 0.12845465161541456]","[0.36, 0.16, 0.16, 0.14, 0.1, 0.08]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 20:08:09
0.37,0.44,0.44,0.41,Random_Sampling,PatientReviews,52751,XLMR-Base,45,50,6,2619,34306,15826,7.09,0.0243783253524822,9.10455289695723e-08,0.015835786055448,225.88790202140808,0.0049383640289306,"[0.22871324933180603, 0.1760213822069492, 0.16685757922871325, 0.16265750286368844, 0.1366933944253532, 0.12905689194348988]","[0.24, 0.2, 0.18, 0.14, 0.14, 0.1]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 20:14:46
0.4,0.45,0.45,0.42,Random_Sampling,PatientReviews,52751,XLMR-Base,46,50,6,2669,34256,15826,7.23,0.0242349745994896,8.976822404929735e-08,0.0160334367815318,230.2340247631073,0.0052275657653808,"[0.2270513300861746, 0.17459722742600225, 0.1682278006744099, 0.16298239040839266, 0.13675533907830648, 0.13038591232671412]","[0.26, 0.2, 0.2, 0.14, 0.1, 0.1]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 20:21:27
0.46,0.48,0.48,0.46,Random_Sampling,PatientReviews,52751,XLMR-Base,47,50,6,2719,34206,15826,7.36,0.0243803475115279,7.296832711723737e-08,0.0154149783625502,234.4218475818634,0.0046193599700927,"[0.22765722692166238, 0.1732254505332843, 0.16881206325855094, 0.1636631114380287, 0.1368150055167341, 0.12982714233173961]","[0.22, 0.22, 0.18, 0.16, 0.14, 0.08]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 20:28:13
0.44,0.48,0.48,0.45,Random_Sampling,PatientReviews,52751,XLMR-Base,48,50,6,2769,34156,15826,7.5,0.0238644954181992,7.513180968413613e-08,0.015934736021069,238.28115940093997,0.0047211647033691,"[0.2275189599133261, 0.17407006139400505, 0.16865294330083064, 0.16395810762007945, 0.13687251715420728, 0.12892741061755147]","[0.26, 0.22, 0.18, 0.18, 0.08, 0.08]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 20:35:03
0.39,0.44,0.44,0.36,Random_Sampling,PatientReviews,52751,XLMR-Base,49,50,6,2819,34106,15826,7.63,0.0256740758472941,8.862011995494103e-08,0.0158654723314471,243.18738102912903,0.00465989112854,"[0.22809506917346578, 0.1724015608371763, 0.16956367506207876, 0.16424263923377083, 0.1376374600922313, 0.12805959560127705]","[0.28, 0.18, 0.18, 0.16, 0.1, 0.1]","[0.22393529634778214, 0.1752811828636421, 0.17047895867559712, 0.16371793251611272, 0.14337166687729053, 0.12321496271957538]",2023-03-10 20:42:16
